PROJ_ID,GEO_LOC_ID,PLACE_ID,WBG_CNTRY_KEY,ISO_CNTRY_CODE,GEO_LOC_NME,GEO_LATITUDE_NBR,GEO_LONGITUDE_NBR,ADMIN_UNIT1_CODE,ADMIN_UNIT1_NAME,ADMIN_UNIT2_CODE,ADMIN_UNIT2_NAME,FEAT_CLASS_CODE,FEAT_CLASS_NAME,FEAT_CLASS_TEXT,FEAT_CODE,FEAT_NAME,POP_CNT,PROPOSED_IND,ACT_IND,SAP_UPD_DATE,SAP_UPD_USER_ID,UPD_DATE,LAST_CHGD_BY
P175237,2565342,PLA0091277,,NG,,9.33333,12.5,,,,,,first-order administrative division,,,,0,,,,,2022-04-08,WB563789
P175237,2328925,PLA0091278,,NG,,10.0,6.0,,,,,,first-order administrative division,,,,0,,,,,2022-04-08,WB563789
P176935,2328926,PLA0090845,,NG,,9.081999,8.675277,,,,,,independent political entity,,,,0,,,,,2022-03-17,WB563789
P179281,2332785,PLA0096465,,NG,,8.5,5.0,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2595347,PLA0096466,,NG,,10.25,11.16667,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2597364,PLA0096467,,NG,,7.75,6.75,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2595348,PLA0096468,,NG,,8.5,8.25,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2322907,PLA0096469,,NG,,13.08333,5.25,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2597367,PLA0096470,,NG,,12.0,11.5,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2347468,PLA0096471,,NG,,10.5,10.0,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2565345,PLA0096472,,NG,,12.1,9.56,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2328925,PLA0096473,,NG,,10.0,6.0,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2595349,PLA0096474,,NG,,12.16667,6.25,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
P179281,2565342,PLA0096475,,NG,,9.33333,12.5,,,,,,first-order administrative division,,,,0,,,,,2024-01-08,WB563789
